"id","listing_url","host_id","host_url","host_name","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","neighborhood","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","calculated_host_listings_count","reviews_per_month","zip_code"
"1103677825560270891",https://www.airbnb.com/rooms/1103677825560270891,"488781076",https://www.airbnb.com/users/show/488781076,Yu,within an hour,1.00000000000000000000,0.99000000000000000000,f,"11",Ocean View,"37.71963",-122.46079,Entire home/apt,4,1.0,2,2,106.00,t,16,46,76,165,0,,,,,,,,4,"","94112"
"1051770489825635506",https://www.airbnb.com/rooms/1051770489825635506,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,365,0,,,,,,,,342,"","94102"
"1019810248969120624",https://www.airbnb.com/rooms/1019810248969120624,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,270,0,,,,,,,,342,"","94102"
"22653093",https://www.airbnb.com/rooms/22653093,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Downtown/Civic Center,"37.78497",-122.41447,Entire home/apt,2,1.0,0,1,73.00,t,0,0,29,119,6,4.67,4.83,5.0,4.83,4.83,4.33,4.5,149,"0.08","94102"
"899184828832740800",https://www.airbnb.com/rooms/899184828832740800,"505872819",https://www.airbnb.com/users/show/505872819,Leisure,within a day,0.56000000000000000000,0.18000000000000000000,f,"34",Downtown/Civic Center,"37.78725879585399",-122.41145588765438,Entire home/apt,4,1.0,1,1,209.00,t,22,52,82,309,0,,,,,,,,4,"","94102"
"784014714400006261",https://www.airbnb.com/rooms/784014714400006261,"482174715",https://www.airbnb.com/users/show/482174715,Suite Life,within an hour,0.97000000000000000000,0.56000000000000000000,t,"1606",Downtown/Civic Center,"37.7889904",-122.4127915,Entire home/apt,6,1.0,2,3,262.00,t,2,29,47,285,0,,,,,,,,25,"","94102"
"904420355457738255",https://www.airbnb.com/rooms/904420355457738255,"501999514",https://www.airbnb.com/users/show/501999514,RoomPicks,within an hour,1.00000000000000000000,0.99000000000000000000,f,"2965",Downtown/Civic Center,"37.78752",-122.41216,Private room,3,1.0,1,1,999.00,t,24,54,81,347,0,,,,,,,,15,"","94102"
"50338646",https://www.airbnb.com/rooms/50338646,"115849",https://www.airbnb.com/users/show/115849,Hiromi,within a day,1.00000000000000000000,0.90000000000000000000,t,"12",Downtown/Civic Center,"37.7887",-122.41302,Private room,1,1.0,1,,63.00,t,21,51,81,171,5,5.0,5.0,5.0,5.0,5.0,4.8,4.8,12,"0.17","94102"
"1040248789035116162",https://www.airbnb.com/rooms/1040248789035116162,"543732460",https://www.airbnb.com/users/show/543732460,Hotel G,within an hour,1.00000000000000000000,0.96000000000000000000,f,"1",Downtown/Civic Center,"37.7873598",-122.4096741,Private room,2,1.0,1,,101.00,t,29,59,86,108,8,4.5,4.88,4.88,4.88,4.63,4.88,4.63,1,"2.93","94102"
"2468125",https://www.airbnb.com/rooms/2468125,"11638127",https://www.airbnb.com/users/show/11638127,Dave,N/A,,1.00000000000000000000,f,"9",Downtown/Civic Center,"37.78929",-122.40931,Private room,2,1.0,1,1,219.00,t,0,0,0,2,15,4.93,4.87,4.93,5.0,4.87,4.8,4.8,5,"0.13","94102"
"956635279113908767",https://www.airbnb.com/rooms/956635279113908767,"225081901",https://www.airbnb.com/users/show/225081901,Angela,N/A,,1.00000000000000000000,f,"1",Downtown/Civic Center,"37.7825757743597",-122.42284834384918,Private room,4,1.5,1,2,109.00,t,29,59,89,269,0,,,,,,,,1,"","94102"
"43390075",https://www.airbnb.com/rooms/43390075,"162674732",https://www.airbnb.com/users/show/162674732,Petite Auberge,N/A,,1.00000000000000000000,f,"4",Downtown/Civic Center,"37.789551",-122.411423,Private room,2,1.0,1,1,195.00,t,29,59,89,299,39,4.54,4.62,4.74,4.64,4.74,4.92,4.51,4,"0.93","94102"
"48382323",https://www.airbnb.com/rooms/48382323,"199349788",https://www.airbnb.com/users/show/199349788,Dan,N/A,,1.00000000000000000000,f,"6",Downtown/Civic Center,"37.78832",-122.41371,Private room,4,1.0,1,2,220.00,t,0,0,0,1,9,5.0,5.0,5.0,4.89,5.0,4.78,4.78,1,"0.25","94102"
"208714",https://www.airbnb.com/rooms/208714,"1027819",https://www.airbnb.com/users/show/1027819,Ac,N/A,,1.00000000000000000000,f,"1",Downtown/Civic Center,"37.78897",-122.41245,Entire home/apt,2,1.0,1,1,175.00,t,29,59,89,364,78,4.8,4.7,4.71,4.94,4.99,4.9,4.63,1,"0.51","94102"
"45104114",https://www.airbnb.com/rooms/45104114,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Downtown/Civic Center,"37.78396",-122.41586,Entire home/apt,2,1.0,0,1,73.00,t,30,60,90,180,0,,,,,,,,149,"","94102"
"1051740405975224015",https://www.airbnb.com/rooms/1051740405975224015,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,19,49,79,354,0,,,,,,,,342,"","94102"
"1011266583599899145",https://www.airbnb.com/rooms/1011266583599899145,"520931919",https://www.airbnb.com/users/show/520931919,Chris,within an hour,0.98000000000000000000,0.97000000000000000000,f,"410",Downtown/Civic Center,"37.78734",-122.42063,Private room,2,1.0,1,1,150.00,t,30,60,90,365,0,,,,,,,,379,"","94102"
"1051669772885167728",https://www.airbnb.com/rooms/1051669772885167728,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,15,38,50,285,2,3.0,2.5,3.0,3.0,4.5,3.0,3.0,342,"2","94102"
"710143860400390109",https://www.airbnb.com/rooms/710143860400390109,"66506549",https://www.airbnb.com/users/show/66506549,Ryan,within an hour,1.00000000000000000000,0.05000000000000000000,f,"100",Downtown/Civic Center,"37.78814",-122.41396,Private room,6,1.0,2,3,480.00,t,30,60,90,90,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,"0.06","94102"
"1039801616708689955",https://www.airbnb.com/rooms/1039801616708689955,"544610857",https://www.airbnb.com/users/show/544610857,The LINE San Francisco,within an hour,1.00000000000000000000,0.57000000000000000000,f,"15",Downtown/Civic Center,"37.7832347",-122.4096457,Private room,2,1.0,1,,197.00,t,27,57,84,97,0,,,,,,,,4,"","94102"
"38204418",https://www.airbnb.com/rooms/38204418,"107434423",https://www.airbnb.com/users/show/107434423,Blueground,within an hour,0.99000000000000000000,0.97000000000000000000,f,"5040",Downtown/Civic Center,"37.78753",-122.421312,Entire home/apt,4,2.0,2,2,206.00,t,0,21,51,326,1,2.0,5.0,5.0,3.0,2.0,1.0,1.0,183,"0.17","94102"
"837694857018719523",https://www.airbnb.com/rooms/837694857018719523,"503403350",https://www.airbnb.com/users/show/503403350,Vista Residences,within a few hours,1.00000000000000000000,0.75000000000000000000,f,"2",Downtown/Civic Center,"37.78535",-122.4175,Entire home/apt,2,1.0,1,1,137.00,t,0,18,48,266,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2,"0.81","94102"
"15377893",https://www.airbnb.com/rooms/15377893,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Downtown/Civic Center,"37.78433",-122.41583,Entire home/apt,5,1.0,2,2,130.00,t,27,57,87,177,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,149,"0.03","94102"
"1016979286854512752",https://www.airbnb.com/rooms/1016979286854512752,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"3093070",https://www.airbnb.com/rooms/3093070,"3608449",https://www.airbnb.com/users/show/3608449,Jeannie (And Skate),within an hour,1.00000000000000000000,1.00000000000000000000,,"4",Bernal Heights,"37.74356",-122.4094,Private room,6,1.0,2,5,247.00,t,0,0,0,0,105,4.91,4.92,4.8,4.98,4.99,4.97,4.76,2,"1.22","94110"
"4617719",https://www.airbnb.com/rooms/4617719,"8515925",https://www.airbnb.com/users/show/8515925,Garland,within an hour,1.00000000000000000000,0.93000000000000000000,,"5",Excelsior,"37.73074",-122.40882,Entire home/apt,6,1.0,2,4,107.00,t,0,0,0,0,533,4.9,4.94,4.89,4.94,4.96,4.69,4.83,1,"4.76","94112"
"36928742",https://www.airbnb.com/rooms/36928742,"219791143",https://www.airbnb.com/users/show/219791143,Victor 2,N/A,,,,"47",Bernal Heights,"37.73206",-122.42837,Private room,3,1.0,1,2,51.00,t,15,45,75,165,163,4.32,4.56,4.44,4.87,4.83,4.47,4.37,6,"2.90","94110"
"49552114",https://www.airbnb.com/rooms/49552114,"219791143",https://www.airbnb.com/users/show/219791143,Victor 2,N/A,,,,"47",Inner Richmond,"37.77761",-122.47218,Entire home/apt,6,2.0,2,3,125.00,t,27,57,87,177,9,4.89,4.78,4.89,5.0,4.89,4.89,4.56,6,"0.30","94118"
"4023585",https://www.airbnb.com/rooms/4023585,"131802738",https://www.airbnb.com/users/show/131802738,Doris,N/A,,,,"5",Ocean View,"37.72046",-122.45773,Entire home/apt,6,2.0,3,3,160.00,t,28,58,88,363,30,4.57,4.47,4.13,4.9,4.73,4.17,4.23,2,"0.26","94112"
"39523530",https://www.airbnb.com/rooms/39523530,"303141126",https://www.airbnb.com/users/show/303141126,The Marker San Francisco,within an hour,1.00000000000000000000,1.00000000000000000000,f,"6",Downtown/Civic Center,"37.78641",-122.41306,Private room,2,1.0,1,1,305.00,t,26,55,81,329,0,,,,,,,,6,"","94102"
"1016509465096619387",https://www.airbnb.com/rooms/1016509465096619387,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.78777",-122.42042,Private room,2,1.0,1,1,150.00,t,30,60,90,270,0,,,,,,,,342,"","94102"
"582150562964473517",https://www.airbnb.com/rooms/582150562964473517,"52178915",https://www.airbnb.com/users/show/52178915,Jim,within a few hours,0.98000000000000000000,0.67000000000000000000,t,"136",Downtown/Civic Center,"37.7873",-122.41141,Entire home/apt,4,1.0,0,2,144.00,t,0,1,5,5,23,4.96,5.0,4.96,5.0,4.91,5.0,4.96,49,"0.96","94102"
"1018324974169653226",https://www.airbnb.com/rooms/1018324974169653226,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,270,0,,,,,,,,342,"","94102"
"1019734485584508000",https://www.airbnb.com/rooms/1019734485584508000,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"1019976874863390781",https://www.airbnb.com/rooms/1019976874863390781,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"1020198342201293562",https://www.airbnb.com/rooms/1020198342201293562,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,365,0,,,,,,,,342,"","94102"
"1017000802372957307",https://www.airbnb.com/rooms/1017000802372957307,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"21232003",https://www.airbnb.com/rooms/21232003,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Downtown/Civic Center,"37.78402",-122.41198,Entire home/apt,2,1.0,0,1,74.00,t,29,59,89,89,5,4.0,5.0,4.8,5.0,5.0,3.6,4.4,149,"0.07","94102"
"1007825359831411377",https://www.airbnb.com/rooms/1007825359831411377,"520931919",https://www.airbnb.com/users/show/520931919,Chris,within an hour,0.98000000000000000000,0.97000000000000000000,f,"410",Downtown/Civic Center,"37.78794",-122.42049,Private room,2,1.0,1,1,150.00,t,30,60,90,365,0,,,,,,,,379,"","94102"
"1019186278540184090",https://www.airbnb.com/rooms/1019186278540184090,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"1018305017114987031",https://www.airbnb.com/rooms/1018305017114987031,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"670333209643254458",https://www.airbnb.com/rooms/670333209643254458,"24465020",https://www.airbnb.com/users/show/24465020,Nil,within an hour,1.00000000000000000000,1.00000000000000000000,t,"1",Downtown/Civic Center,"37.78413",-122.41046,Entire home/apt,3,1.0,1,1,130.00,t,8,38,63,266,6,5.0,5.0,5.0,5.0,5.0,4.83,4.83,1,"0.34","94102"
"44707253",https://www.airbnb.com/rooms/44707253,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Downtown/Civic Center,"37.78427",-122.41014,Entire home/apt,2,1.0,0,1,74.00,t,30,60,90,180,0,,,,,,,,149,"","94102"
"965980066576967747",https://www.airbnb.com/rooms/965980066576967747,"442029804",https://www.airbnb.com/users/show/442029804,Live Suite,within an hour,0.98000000000000000000,0.56000000000000000000,f,"2633",Downtown/Civic Center,"37.778127281350464",-122.42128555170727,Entire home/apt,2,1.0,0,1,183.00,t,23,50,80,289,0,,,,,,,,48,"","94102"
"968022872320000215",https://www.airbnb.com/rooms/968022872320000215,"480237365",https://www.airbnb.com/users/show/480237365,LiveSuite.Io SE,within an hour,0.86000000000000000000,0.47000000000000000000,f,"447",Downtown/Civic Center,"37.7889369",-122.412607,Entire home/apt,1,1.0,1,2,72.00,t,12,37,55,322,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12,"0.17","94102"
"1018365746947881123",https://www.airbnb.com/rooms/1018365746947881123,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,270,0,,,,,,,,342,"","94102"
"1017317916743410525",https://www.airbnb.com/rooms/1017317916743410525,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Downtown/Civic Center,"37.7884146",-122.4215935,Private room,2,1.0,1,1,150.00,t,30,60,90,280,0,,,,,,,,342,"","94102"
"4949779",https://www.airbnb.com/rooms/4949779,"96655",https://www.airbnb.com/users/show/96655,Maryam,N/A,,1.00000000000000000000,,"6",Noe Valley,"37.75384",-122.44114,Private room,1,1.0,1,1,105.00,t,29,59,89,269,47,4.79,4.72,4.7,4.83,4.91,4.76,4.8,2,"0.43","94114"
"23453660",https://www.airbnb.com/rooms/23453660,"46519368",https://www.airbnb.com/users/show/46519368,Kenny,within an hour,1.00000000000000000000,0.00000000000000000000,,"9",Chinatown,"37.79596",-122.40953,Private room,1,1.0,1,1,63.00,t,30,60,90,365,10,4.8,4.9,4.4,5.0,4.7,4.9,4.7,8,"0.15","94133"
"1074362061403591251",https://www.airbnb.com/rooms/1074362061403591251,"22267913",https://www.airbnb.com/users/show/22267913,Henry,within a few hours,0.69000000000000000000,0.75000000000000000000,,"16",Visitacion Valley,"37.71997",-122.40111,Entire home/apt,2,1.0,0,1,65.00,t,27,57,87,362,0,,,,,,,,4,"","94134"
"25554933",https://www.airbnb.com/rooms/25554933,"46519368",https://www.airbnb.com/users/show/46519368,Kenny,within an hour,1.00000000000000000000,0.00000000000000000000,,"9",Chinatown,"37.79732",-122.40967,Private room,1,1.0,1,1,59.00,t,30,60,90,365,7,4.71,5.0,4.57,4.86,4.57,5.0,4.71,8,"0.11","94133"
"591466893514451184",https://www.airbnb.com/rooms/591466893514451184,"875221",https://www.airbnb.com/users/show/875221,Jessica,within an hour,1.00000000000000000000,0.95000000000000000000,,"34",Mission,"37.76785",-122.42421,Private room,1,1.5,1,1,57.00,t,0,7,37,127,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,"0.22","94110"
"787943743397727812",https://www.airbnb.com/rooms/787943743397727812,"875221",https://www.airbnb.com/users/show/875221,Jessica,within an hour,1.00000000000000000000,0.95000000000000000000,,"34",Mission,"37.7675687903098",-122.4243435290236,Private room,1,1.0,1,1,50.00,t,1,31,61,241,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,"0.27","94110"
"905745321583782356",https://www.airbnb.com/rooms/905745321583782356,"343382120",https://www.airbnb.com/users/show/343382120,Gil,within a day,1.00000000000000000000,1.00000000000000000000,,"5",Bernal Heights,"37.7418437",-122.4083777,Private room,2,1.0,1,1,100.00,t,29,59,89,269,0,,,,,,,,1,"","94110"
"32445292",https://www.airbnb.com/rooms/32445292,"46519368",https://www.airbnb.com/users/show/46519368,Kenny,within an hour,1.00000000000000000000,0.00000000000000000000,,"9",Chinatown,"37.79695",-122.40941,Private room,1,1.0,1,1,63.00,t,30,60,90,365,5,4.8,4.6,4.8,5.0,5.0,5.0,5.0,8,"0.12","94133"
"787929017640980034",https://www.airbnb.com/rooms/787929017640980034,"875221",https://www.airbnb.com/users/show/875221,Jessica,within an hour,1.00000000000000000000,0.95000000000000000000,,"34",Mission,"37.769156127295375",-122.42421055757798,Private room,1,1.0,1,1,58.00,t,0,0,0,126,4,4.5,5.0,4.75,5.0,4.25,5.0,4.5,10,"0.43","94110"
"43510827",https://www.airbnb.com/rooms/43510827,"43954646",https://www.airbnb.com/users/show/43954646,Lance,within an hour,1.00000000000000000000,0.50000000000000000000,,"10",Inner Sunset,"37.76494",-122.45471,Private room,1,1.5,1,1,85.00,t,0,21,51,141,7,4.86,4.86,5.0,5.0,4.86,4.86,4.43,2,"0.16","94122"
"15939264",https://www.airbnb.com/rooms/15939264,"22267913",https://www.airbnb.com/users/show/22267913,Henry,within a few hours,0.69000000000000000000,0.75000000000000000000,,"16",Visitacion Valley,"37.71995",-122.40177,Entire home/apt,2,1.0,0,1,50.00,t,0,0,3,278,21,4.76,4.9,4.71,4.95,4.95,4.52,4.76,4,"0.24","94134"
"29261601",https://www.airbnb.com/rooms/29261601,"46519368",https://www.airbnb.com/users/show/46519368,Kenny,within an hour,1.00000000000000000000,0.00000000000000000000,,"9",Chinatown,"37.79721",-122.40988,Private room,1,1.0,1,1,63.00,t,30,60,90,365,14,4.71,4.86,4.43,4.79,4.86,4.57,4.29,8,"0.23","94133"
"39996718",https://www.airbnb.com/rooms/39996718,"281939482",https://www.airbnb.com/users/show/281939482,Silming,within an hour,1.00000000000000000000,0.97000000000000000000,,"36",Excelsior,"37.716614",-122.43145,Private room,2,1.0,1,1,50.00,t,23,53,83,358,87,4.82,4.86,4.91,4.99,4.92,4.68,4.84,4,"1.69","94112"
"35543186",https://www.airbnb.com/rooms/35543186,"46519368",https://www.airbnb.com/users/show/46519368,Kenny,within an hour,1.00000000000000000000,0.00000000000000000000,,"9",Chinatown,"37.79587",-122.40967,Private room,1,1.0,1,1,65.00,t,29,59,89,364,5,5.0,4.8,4.8,4.8,4.8,4.8,4.6,8,"0.09","94133"
"787904824134444229",https://www.airbnb.com/rooms/787904824134444229,"875221",https://www.airbnb.com/users/show/875221,Jessica,within an hour,1.00000000000000000000,0.95000000000000000000,,"34",Mission,"37.76942",-122.42426,Private room,1,1.0,1,1,50.00,t,2,32,62,242,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,"0.30","94110"
"39996459",https://www.airbnb.com/rooms/39996459,"281939482",https://www.airbnb.com/users/show/281939482,Silming,within an hour,1.00000000000000000000,0.97000000000000000000,,"36",Visitacion Valley,"37.71622",-122.43053,Private room,5,1.0,1,3,60.00,t,20,50,80,355,260,4.88,4.89,4.88,4.94,4.93,4.73,4.82,4,"5.05","94134"
"39424458",https://www.airbnb.com/rooms/39424458,"2984805",https://www.airbnb.com/users/show/2984805,Darrell,within an hour,1.00000000000000000000,1.00000000000000000000,,"5",Excelsior,"37.72532",-122.40502,Private room,2,1.0,1,1,65.00,t,25,55,85,85,90,4.79,4.89,4.82,4.96,4.92,4.5,4.77,3,"1.72","94112"
"893841281141118607",https://www.airbnb.com/rooms/893841281141118607,"319982829",https://www.airbnb.com/users/show/319982829,Cindy,within an hour,1.00000000000000000000,1.00000000000000000000,,"16",South of Market,"37.782621529736375",-122.39353372210023,Private room,2,1.0,1,1,96.00,t,2,29,59,334,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4,"0.17","94103"
"28733771",https://www.airbnb.com/rooms/28733771,"875221",https://www.airbnb.com/users/show/875221,Jessica,within an hour,1.00000000000000000000,0.95000000000000000000,,"34",Mission,"37.76826",-122.42327,Private room,1,1.5,1,1,53.00,t,0,0,16,106,58,4.95,4.95,4.9,5.0,5.0,4.95,4.86,10,"0.88","94110"
"33935404",https://www.airbnb.com/rooms/33935404,"97159379",https://www.airbnb.com/users/show/97159379,HostWell,within an hour,1.00000000000000000000,0.96000000000000000000,,"48",Pacific Heights,"37.79285",-122.43445,Entire home/apt,2,1.0,1,1,150.00,t,4,34,64,339,5,4.4,4.2,4.2,4.4,5.0,5.0,3.8,3,"0.09","94115"
"15605090",https://www.airbnb.com/rooms/15605090,"68432368",https://www.airbnb.com/users/show/68432368,Brian,within an hour,1.00000000000000000000,0.93000000000000000000,,"5",Inner Sunset,"37.76477",-122.4697,Private room,3,1.0,1,2,68.00,t,29,59,89,364,45,4.73,4.84,4.78,4.93,4.96,4.87,4.67,2,"0.50","94122"
"679520789816154176",https://www.airbnb.com/rooms/679520789816154176,"159355723",https://www.airbnb.com/users/show/159355723,Outsite,within an hour,0.96000000000000000000,0.72000000000000000000,,"161",Castro/Upper Market,"37.76396",-122.43018,Private room,2,1.0,1,1,175.00,t,29,59,89,364,0,,,,,,,,10,"","94114"
"679586044217297483",https://www.airbnb.com/rooms/679586044217297483,"159355723",https://www.airbnb.com/users/show/159355723,Outsite,within an hour,0.96000000000000000000,0.72000000000000000000,,"161",Castro/Upper Market,"37.76426",-122.42982,Private room,2,1.0,1,1,160.00,t,29,59,89,364,0,,,,,,,,10,"","94114"
"34123156",https://www.airbnb.com/rooms/34123156,"46519368",https://www.airbnb.com/users/show/46519368,Kenny,within an hour,1.00000000000000000000,0.00000000000000000000,,"9",Russian Hill,"37.79732",-122.41227,Private room,1,1.0,1,1,69.00,t,30,60,90,365,4,5.0,5.0,4.75,5.0,5.0,5.0,5.0,8,"0.07","94109"
"53558002",https://www.airbnb.com/rooms/53558002,"373512008",https://www.airbnb.com/users/show/373512008,Megan,within an hour,1.00000000000000000000,1.00000000000000000000,,"4",Parkside,"37.74121",-122.47866,Entire home/apt,7,2.0,2,4,295.00,t,18,48,69,341,55,4.96,4.96,4.95,5.0,5.0,4.87,4.91,1,"2.52","94116"
"49862664",https://www.airbnb.com/rooms/49862664,"267895362",https://www.airbnb.com/users/show/267895362,Rocky,a few days or more,0.00000000000000000000,0.00000000000000000000,f,"73",Mission,"37.76987",-122.42332,Private room,1,5.0,1,,47.00,t,28,58,88,363,0,,,,,,,,55,"","94110"
"1073546676916869136",https://www.airbnb.com/rooms/1073546676916869136,"556981850",https://www.airbnb.com/users/show/556981850,Wanrong,within an hour,0.97000000000000000000,1.00000000000000000000,f,"5",Excelsior,"37.7145606",-122.4345479,Private room,4,1.0,1,0,61.00,t,22,52,78,168,0,,,,,,,,5,"","94112"
"22793002",https://www.airbnb.com/rooms/22793002,"1892430",https://www.airbnb.com/users/show/1892430,Jan,within a few hours,0.90000000000000000000,0.83000000000000000000,f,"23",Outer Richmond,"37.77596",-122.50838,Entire home/apt,3,1.0,1,1,108.00,t,29,59,89,364,0,,,,,,,,21,"","94121"
"46927679",https://www.airbnb.com/rooms/46927679,"1154836",https://www.airbnb.com/users/show/1154836,Ginger,within a day,1.00000000000000000000,0.33000000000000000000,f,"2",Noe Valley,"37.75339",-122.42791,Entire home/apt,2,1.0,1,,105.00,t,28,58,88,363,0,,,,,,,,2,"","94114"
"1086975416237366803",https://www.airbnb.com/rooms/1086975416237366803,"520931919",https://www.airbnb.com/users/show/520931919,Chris,within an hour,0.98000000000000000000,0.97000000000000000000,f,"410",Nob Hill,"37.78960811399485",-122.42119072186726,Private room,2,1.0,1,1,150.00,t,30,60,90,365,0,,,,,,,,379,"","94109"
"35783466",https://www.airbnb.com/rooms/35783466,"267901434",https://www.airbnb.com/users/show/267901434,Queen Anne Hotel,within an hour,0.57000000000000000000,1.00000000000000000000,f,"10",Nob Hill,"37.79235",-122.42243,Private room,2,1.0,1,1,211.00,t,27,57,87,290,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,"0.03","94109"
"1070672089047209226",https://www.airbnb.com/rooms/1070672089047209226,"556981850",https://www.airbnb.com/users/show/556981850,Wanrong,within an hour,0.97000000000000000000,1.00000000000000000000,f,"5",Excelsior,"37.71383",-122.43357,Private room,2,0.5,1,0,55.00,t,6,36,66,156,3,5.0,4.67,5.0,5.0,4.67,4.67,4.33,5,"2.20","94112"
"597214254931666886",https://www.airbnb.com/rooms/597214254931666886,"271916350",https://www.airbnb.com/users/show/271916350,Josh,within a few hours,1.00000000000000000000,1.00000000000000000000,t,"1",South of Market,"37.78201",-122.39834,Entire home/apt,2,1.0,1,1,106.00,t,28,58,80,288,5,4.8,5.0,4.8,5.0,5.0,4.8,5.0,1,"0.27","94103"
"32921329",https://www.airbnb.com/rooms/32921329,"137211962",https://www.airbnb.com/users/show/137211962,Jing,within an hour,0.98000000000000000000,0.99000000000000000000,f,"11",Inner Sunset,"37.76171",-122.47289,Private room,1,2.0,1,1,45.00,t,0,6,36,311,10,4.2,4.3,4.4,4.5,4.4,4.7,4.2,6,"0.17","94122"
"40191265",https://www.airbnb.com/rooms/40191265,"267895362",https://www.airbnb.com/users/show/267895362,Rocky,a few days or more,0.00000000000000000000,0.00000000000000000000,f,"73",Mission,"37.76949",-122.42502,Private room,2,3.0,1,1,60.00,t,30,60,90,365,0,,,,,,,,55,"","94110"
